month,days,rmse,mae,r,r2,mean_adaptive_offset_C
Jan 2026,31,0.12047553195208026,0.09724663915782292,0.8848470320769913,0.7829542701754602,-0.034110857560349477
Feb 2026,28,0.21107028304188916,0.1722061327232689,0.6878171330669856,0.4730924085404873,0.0032594060551173415
Mar 2026,31,0.10448812704461513,0.07862692695864872,0.9491939933435533,0.9009692369994814,0.02750221982856012
