month,days,rmse,mae,r,r2,mean_adaptive_offset_C
Jan 2026,31,0.11713955794105549,0.0949839472406149,0.8952480184634023,0.8014690145626483,-0.017940800851135384
Feb 2026,28,0.21480400228978336,0.1735219794339718,0.69222533152008,0.4791759095980847,0.03506892246914272
Mar 2026,31,0.10195166743154367,0.0748973164138075,0.9521050331149674,0.9065039940828532,0.03355924552741766
